ID	publication	order	genus	species	subspecies	single_on	mean_on	deviation_on	minimum_on	maximum_on	n	max_reported_internal_diff	condition	problem	data_notes	text_notes
782	smith1964ovarioles	Orthoptera	Camnula	pellucida					22	32						In C. pellucida the situation was much the same. The average number of ovarioles in 13 females was 27.6 2.7 and ranged from 22 to 32
783	united1878first	Orthoptera	Melanoplus	femurrubum	femurrubum				34	44						
785	wojcik1977fire	Coleoptera	Myrmecaphodius	excavaticollis		12										
786	wojcik1977fire	Coleoptera	Euparia	castanea		12										
787	higley1986morphology	Coleoptera	Cicindela	repanda		16										and C. repanda has eight ovarioles per ovary
788	rouibah2016molecular	Orthoptera	Calliptus	barbarus		62							one femoral spot 			one femoral spot, average 62 ovarioles Furthermore, females with one femoral spot have more ovarioles (an average of 62) than females with three femoral spots (only 51) (Benzara 2004)
789	rouibah2016molecular	Orthoptera	Calliptus	barbarus		51							three femoral spots 	taxonomy		three femoral spots Furthermore, females with one femoral spot have more ovarioles (an average of 62) than females with three femoral spots (only 51) (Benzara 2004)
790	gardner1989revision	Coleoptera	Stigmodera	cancellata		10										
791	gardner1989revision	Coleoptera	Stigmodera	gratiosa		14										
792	gardner1989revision	Coleoptera	Stigmodera	maculaira		10										
793	gardner1989revision	Coleoptera	Stigmodera	porosa		10										
794	gardner1989revision	Coleoptera	Stigmodera	roei		10										
795	gardner1989revision	Coleoptera	Stigmodera	sanguinosa		10										
796	gardner1989revision	Coleoptera	Themognatha	alternata		14										
797	gardner1989revision	Coleoptera	Themognatha	barbiventris		14										
798	gardner1989revision	Coleoptera	Themognatha	bonvouloiri		14										
799	gardner1989revision	Coleoptera	Themognatha	chevrolati		14										
800	gardner1989revision	Coleoptera	Themognatha	donovani		14										
801	gardner1989revision	Coleoptera	Themognatha	flavicollis		14										
802	gardner1989revision	Coleoptera	Themognatha	flavomarginata		14										
803	gardner1989revision	Coleoptera	Themognatha	goryi		14										
804	gardner1989revision	Coleoptera	Themognatha	heros		14										
805	gardner1989revision	Coleoptera	Themognatha	miranda		14										
806	gardner1989revision	Coleoptera	Themognatha	mitchelli		14										
807	gardner1989revision	Coleoptera	Themognatha	mniszechi		14										
808	gardner1989revision	Coleoptera	Themognatha	murrayi		14										
809	gardner1989revision	Coleoptera	Themognatha	nickerli		14										
810	gardner1989revision	Coleoptera	Themognatha	obscuripennis		14										
811	gardner1989revision	Coleoptera	Themognatha	parvicolis		14										
812	gardner1989revision	Coleoptera	Themognatha	pictipes		14										
813	gardner1989revision	Coleoptera	Themognatha	pubicollis		14										
814	gardner1989revision	Coleoptera	Themognatha	regia		14										
815	gardner1989revision	Coleoptera	Themognatha	sanguinea		14										
816	gardner1989revision	Coleoptera	Themognatha	secularis		10										
817	gardner1989revision	Coleoptera	Themognatha	tibialis		14										
818	gardner1989revision	Coleoptera	Themognatha	tricolorata		14										
819	gardner1989revision	Coleoptera	Themognatha	variabilis		14										
820	gardner1989revision	Coleoptera	Themognatha	viridicincta		14										
821	gardner1989revision	Coleoptera	Themognatha	yarrelli		14										
822	gardner1989revision	Coleoptera	Castiarina	adelaidae		10										
823	gardner1989revision	Coleoptera	Castiarina	argillacea		10										
824	gardner1989revision	Coleoptera	Castiarina	bicolor		10										
825	gardner1989revision	Coleoptera	Castiarina	biguttata		10										
826	gardner1989revision	Coleoptera	Castiarina	chinnocki		10										
827	gardner1989revision	Coleoptera	Castiarina	clancula		10										
828	gardner1989revision	Coleoptera	Castiarina	crenata		10										
829	gardner1989revision	Coleoptera	Castiarina	cupricollis		10										
830	gardner1989revision	Coleoptera	Castiarina	decemmaculata		10										
831	gardner1989revision	Coleoptera	Castiarina	erythromelas		10										
832	gardner1989revision	Coleoptera	Castiarina	flavopicta		10										
833	gardner1989revision	Coleoptera	Castiarina	grata		10										
834	gardner1989revision	Coleoptera	Castiarina	media		10										
835	gardner1989revision	Coleoptera	Castiarina	mustelamajor		10										
836	gardner1989revision	Coleoptera	Castiarina	ocelligera		10										
837	gardner1989revision	Coleoptera	Castiarina	octomaculata		10										
838	gardner1989revision	Coleoptera	Castiarina	pallidipennis		10										
839	gardner1989revision	Coleoptera	Castiarina	pallidiventris		10										
840	gardner1989revision	Coleoptera	Castiarina	parallela		10										
841	gardner1989revision	Coleoptera	Castiarina	parallelipennis		10										
842	gardner1989revision	Coleoptera	Castiarina	rollei		10										
843	gardner1989revision	Coleoptera	Castiarina	rufipennis		10										
844	gardner1989revision	Coleoptera	Castiarina	sexplagiata		10										
845	gardner1989revision	Coleoptera	Castiarina	simulata		10										
846	gardner1989revision	Coleoptera	Castiarina	subnotata		10										
847	gardner1989revision	Coleoptera	Castiarina	subtincta		10										
848	gardner1989revision	Coleoptera	Castiarina	thomsoni		10										
849	gardner1989revision	Coleoptera	Castiarina	triramosa		10										
850	gardner1989revision	Coleoptera	Castiarina	variegata		10										
851	gardner1989revision	Coleoptera	Castiarina	vegeta		10										
852	gardner1989revision	Coleoptera	Castiarina	vittata		10										
853	gardner1989revision	Coleoptera	Castiarina	xanthopilosa		10										
854	gardner1989revision	Coleoptera	Calodema	regale		14										
855	gardner1989revision	Coleoptera	Calodema			14							sp A			
856	gardner1989revision	Coleoptera	Calodema			14							sp B			
857	gardner1989revision	Coleoptera	Metaxymorpha	grayi					14	16						
858	gardner1989revision	Coleoptera	Metaxymorpha	meeki		10										
859	gardner1989revision	Coleoptera	Conognatha	amoena		10										
860	gardner1989revision	Coleoptera	Conognatha	souverbii		10										
861	gardner1989revision	Coleoptera	Dactylozodes	conjuncta		10										
862	gardner1989revision	Coleoptera	Dactylozodes	cupricollis		10										
863	gardner1989revision	Coleoptera	Dactylozodes	minor		10										
864	gardner1989revision	Coleoptera	Dactylozodes	rouleti		10										
865	gardner1989revision	Coleoptera	Dactylozodes	rousseli		10										
866	gardner1989revision	Coleoptera	Dactylozodes	bifasciatus		14										
867	gardner1989revision	Coleoptera	Hiperantha	interrogationis		10										
869	dowell1977adaptive	Hymenoptera	Bathyplectes	anurus			32	2								
870	dowell1977adaptive	Hymenoptera	Tetrastichus	incertus			12	2								
871	dowell1977adaptive	Hymenoptera	Bathyplectes	curculionis			23	2								
872	perez2004ovarian	Coleoptera	Sitophilus	oryzae		4										
873	smith1964ovary	Coleoptera	Conotrachelus	nenuphar		4										The plum curculio has bilateral ovaries, each consisting of 2 ovarioles, this number of ovarioles being characteristic for Curculionoidea
875	grenier1994genetic	Coleoptera	Sitophilus	oryzae		4										
876	goldson1995investigation	Hymenoptera	Microctonus	hyperodae		6										
877	goldson1995investigation	Hymenoptera	Microctonus	stelleri		40										
878	goldson1995investigation	Hymenoptera	Microctonus	sitonae					2	4						
879	goldson1995investigation	Hymenoptera	Microctonus	vittatae					14	22						
880	goldson1995investigation	Hymenoptera	Microctonus	aethiopoides					6	12						
881	loan1961microctonus	Hymenoptera	Microctonus	aethiops					6	12						The ovaries are paired and each consists of three to six ovarioles
882	loan1961microctonus	Hymenoptera	Perilitus	rutilus					5	7						The ovaries consist of a variable, unequal number of ovarioles (5-7)
883	grodowitz1997physiological	Coleoptera	Neochetina	eichhorniae		4										The two ovarioles in each pair connect proximally via the lateral oviducts
884	halffter1982nesting	Coleoptera	Aphodius	fossor		14										
885	halffter1982nesting	Coleoptera	Phanaeus	daphnis		1										
886	halffter1982nesting	Coleoptera	Geotrupes	cavicollis		12										
887	barratt1999virus	Hymenoptera	Microctonus	aethiopoides		6										
888	bilinski1978ultrastructure	Coleoptera	Foucartia	squamulata		4										Each of the two ovaries is composed of a pair of telotrophic ovarioles
889	hopkins1992anatomy	Coleoptera	Aphitobius	diaperinus		24										The number of ovarioles contained in each ovary of Tenebrionidae varies from four in Tribolium castaneum Herbst, 12 in Tenebrio molitor L., 22 in Gonocepha lum subcontractum (Gridelli), 30 in Blaps sp to 52 ovarioles in Helops caraboides Panzer (Robertson, 1961; Gerber, 1976; De Wet, 1989). Alphitobius diaperinus has 12 ovarioles per ovary
890	hopkins1992anatomy	Coleoptera	Tribolium	castaneum		8										The number of ovarioles contained in each ovary of Tenebrionidae varies from four in Tribolium castaneum Herbst, 12 in Tenebrio molitor L., 22 in Gonocepha lum subcontractum (Gridelli), 30 in Blaps sp to 52 ovarioles in Helops caraboides Panzer (Robertson, 1961; Gerber, 1976; De Wet, 1989). Alphitobius diaperinus has 12 ovarioles per ovary
891	hopkins1992anatomy	Coleoptera	Tenebrio	molitor		24										The number of ovarioles contained in each ovary of Tenebrionidae varies from four in Tribolium castaneum Herbst, 12 in Tenebrio molitor L., 22 in Gonocepha lum subcontractum (Gridelli), 30 in Blaps sp to 52 ovarioles in Helops caraboides Panzer (Robertson, 1961; Gerber, 1976; De Wet, 1989). Alphitobius diaperinus has 12 ovarioles per ovary
892	hopkins1992anatomy	Coleoptera	Gonocephalum	subcontractum		44										The number of ovarioles contained in each ovary of Tenebrionidae varies from four in Tribolium castaneum Herbst, 12 in Tenebrio molitor L., 22 in Gonocepha lum subcontractum (Gridelli), 30 in Blaps sp to 52 ovarioles in Helops caraboides Panzer (Robertson, 1961; Gerber, 1976; De Wet, 1989). Alphitobius diaperinus has 12 ovarioles per ovary
893	hopkins1992anatomy	Coleoptera	Blaps			60										The number of ovarioles contained in each ovary of Tenebrionidae varies from four in Tribolium castaneum Herbst, 12 in Tenebrio molitor L., 22 in Gonocepha lum subcontractum (Gridelli), 30 in Blaps  to 52 ovarioles in Helops caraboides Panzer (Robertson, 1961; Gerber, 1976; De Wet, 1989). Alphitobius diaperinus has 12 ovarioles per ovary
894	hopkins1992anatomy	Coleoptera	Helops	caraboides		104										The number of ovarioles contained in each ovary of Tenebrionidae varies from four in Tribolium castaneum Herbst, 12 in Tenebrio molitor L., 22 in Gonocepha lum subcontractum (Gridelli), 30 in Blaps sp to 52 ovarioles in Helops caraboides Panzer (Robertson, 1961; Gerber, 1976; De Wet, 1989). Alphitobius diaperinus has 12 ovarioles per ovary
895	trauner2007germ	Coleoptera	Tribolium	castaneum					10	12						Each ovary consisted of five to six ovarioles
896	gerber1975reproductive	Coleoptera	Tenebrio	molitor					27	35						
897	dutrillaux2010ovo	Coleoptera	Alegoria	castelnaui		6										
898	lemos2010herbivory	Hemiptera	Brontocoris	tabidus		14										
899	lemos2010herbivory	Hemiptera	Perillus	bioculatus		14										Seven ovarioles per ovary have also been reported for predatory species of this family including Perillus bioculatus (Adams 2000, 2001), Podisus maculiventris Say (Wittmeyer et al. 2001), and P. nigrispinus (Lemos et al. 2005a)
900	lemos2010herbivory	Hemiptera	Podisus	maculiventris		14										Seven ovarioles per ovary have also been reported for predatory species of this family including Perillus bioculatus (Adams 2000, 2001), Podisus maculiventris Say (Wittmeyer et al. 2001), and P. nigrispinus (Lemos et al. 2005a)
901	lemos2010herbivory	Hemiptera	Podisus	nigrispinus		14										Seven ovarioles per ovary have also been reported for predatory species of this family including Perillus bioculatus (Adams 2000, 2001), Podisus maculiventris Say (Wittmeyer et al. 2001), and P. nigrispinus (Lemos et al. 2005a)
902	hafeez1964internal	Coleoptera	Tribolium	anaphe					8	12						
903	nature2012effect	Coleoptera	Gonocephalum	brachyelytra					56	76						Each ovary is composed of twenty eight to thirty eight ovarioles
904	lemos2005morphology	Hemiptera	Podisus	nigrispinus		14										
905	penney1969diapause	Coleoptera	Nebria	brevicollis		44										
906	ikeda2008evolutionary	Coleoptera	Diamesus	osculans		131					1					
907	ikeda2008evolutionary	Coleoptera	Necrodes	littoralis			88.5	4.95			2					
908	ikeda2008evolutionary	Coleoptera	Necrodes	nigriconis			42	1.22			13					
909	ikeda2008evolutionary	Coleoptera	Thanatophilus	rugosus			24	0			8					
910	ikeda2008evolutionary	Coleoptera	Thanatophilus	sinuatus			24.1	0.35			8					
911	ikeda2008evolutionary	Coleoptera	Oiceoptoma	nigropunctatum			14	0			14					
912	ikeda2008evolutionary	Coleoptera	Oiceoptoma	subrufum			14	0			8					
913	ikeda2008evolutionary	Coleoptera	Oiceoptoma	thoracicum			14	0			5					
914	ikeda2008evolutionary	Coleoptera	Necrophila	americana			14	0			3					
915	ikeda2008evolutionary	Coleoptera	Chrysosilpha	chloroptera		48					1					
916	ikeda2008evolutionary	Coleoptera	Calosilpha	brunnicollis			24.1	0.25			16					
917	ikeda2008evolutionary	Coleoptera	Calosilpha	kurosawai		24					1					
918	ikeda2008evolutionary	Coleoptera	Eusilpha	jakowlewi			19.3	1.37			6					
919	ikeda2008evolutionary	Coleoptera	Eusilpha	japonica			18	1.49			36		FM Present 			
920	ikeda2008evolutionary	Coleoptera	Eusilpha	japonica			17.8	0.73			33		FM absent 			
921	ikeda2008evolutionary	Coleoptera	Dendroxena	sexcarinata			12.1	0.35			8					
922	ikeda2008evolutionary	Coleoptera	Phosphuga	atrata		13					1					
923	ikeda2008evolutionary	Coleoptera	Silpha	tristis			21.5	0.71			2					
924	ikeda2008evolutionary	Coleoptera	Silpha	perforata			13.8	0.85			30					
925	ikeda2008evolutionary	Coleoptera	Silpha	longicornis			11.8	1.08			11					
926	ikeda2008evolutionary	Coleoptera	Silpha	imitator			12	0			2					
927	brandmayr1979evolution	Coleoptera	Molops	ovipennis		8										At the same time we can observe in these Carabidae a reduction in the number of the ovarioles (4 per ovary in Molops ovipennis)
928	van1972significance	Coleoptera	Calathus	melanocephalus					22	30						
929	ma2009comparative	Mecoptera	Sinopanorpa	tincta		56										
930	ma2009comparative	Mecoptera	Neopanorpa	lui		20										
931	ma2009comparative	Mecoptera	Panorpa	longihypovalva		20										
932	ma2009comparative	Mecoptera	Panorpa	magna		32										
933	bilinski1998structure	Mecoptera	Boreus	hyemalis					14	16						
935	szklarzewicz2000structure	Hemiptera	Adelgis	laricis		20										
936	szklarzewicz2010germ	Hemiptera	Crypticerya	morrilli		400										composed of numerous (about 200) spherical ovarioles,
937	szklarzewicz2010germ	Hemiptera	Puto	albicans		400										composed of numerous (about 200) spherical ovarioles,
938	cooper1972southern	Mecoptera	Boreus	notoperates		12										Six ovarioles per ovary, each ovariole with 7-I panoistic egg chambers
939	gower1967study	Trichoptera	Limnephilus	lunatus					96	106	11					
940	jiang2013morphology	Mecoptera	Panorpa	liui					20	26						
941	ma2009fine	Mecoptera	Panorpa	liui		24										
942	root1983defensive	Coleoptera	Exema	canadensis					8	10						females of E. canadensis have only four or five ovarioles per ovary and that each ovary never contains more than one fully mature/5ocyte
943	ullmann1973oogenesis	Coleoptera	Tenebrio	molitor					24	38					with a histogram of variation	
944	huenefeld2010female	Lepidoptera	Agathiphaga	vitensis		90										A total of c. 45 ovarioles was counted in one ovary, but the number of ovarioles per ovary may be variable
945	solulu1998effect	Orthoptera	Segestidea	novaeguineae			62.4	1.3							healthy, though the paper discusses effect of parasite on ovariole number	
946	buning1980ovary	Raphidioptera	Raphidia	flavipes		108										The two ovaries consisted of 51 and 57 tightly clustered ovarioles
